map_id,description_pattern,vendor_id,service_id,city,state,country,created_at
396,POPSHELF #23151 0000LOGANVILLE GA,POPSHELF,,Loganville,GA,US,2026-03-19 23:16:24.873279
397,USPS KIOSK 125203955LOGANVILLE GA,USPS,USPS-KIOSK,Loganville,GA,US,2026-03-19 23:16:24.873279
398,DOMAIN.COM (866)539-2854 MA,DOMAINCOM,,,MA,US,2026-03-19 23:16:24.873279
399,RF *RICONO ACCOUNTINNEW YORK NY,RICONO,,New York,NY,US,2026-03-19 23:16:24.873279
400,GREAT HARVEST BREAD LOGANVILLE GA,GRTHARV,,Loganville,GA,US,2026-03-19 23:16:24.873279
401,OPENAI *CHATGPT SUBSSAN FRANCISCO CA,OPENAI,OPENAI-GPT,San Francisco,CA,US,2026-03-19 23:16:24.873279
402,GOOGLE*ADS3360083427CC GOOGLE.COM,GOOGL,GOOGL-ADS,,,US,2026-03-19 23:16:24.873279
403,MICROSOFT MSBILL.INFO,MSFT,,,,US,2026-03-19 23:16:24.873279
404,MDC*WALTON EMC MDC=WMONROE GA,WALTONEMC,,Monroe,GA,US,2026-03-19 23:16:24.873279
405,USPS PO 1252030268 0LOGANVILLE GA,USPS,USPS-PO,Loganville,GA,US,2026-03-19 23:16:24.873279
406,KROGER LOGANVILLE GA,KROGER,,Loganville,GA,US,2026-03-19 23:16:24.873279
407,HOBBY-LOBBY #794 000LOGANVILLE GA,HOBBYLOBBY,,Loganville,GA,US,2026-03-19 23:16:24.873279
408,GOOGLE *ADS336008342CC@GOOGLE.COM CA,GOOGL,GOOGL-ADS,,CA,US,2026-03-19 23:16:24.873279
409,BLACK RIFLE COFFEE SALT LAKE CITY UT,BLKRIFLE,,SALT LAKE CITY,UT,US,2026-03-19 23:16:24.873279
410,TST* FOGGY BOTTOM BBLOGANVILLE GA,FOGGYBBQ,,LOGANVILLE,GA,US,2026-03-19 23:16:24.873279
411,BRADY PEST CONTROL ILAWRENCEVILLE GA,BRADYPEST,,LAWRENCEVILLE,GA,US,2026-03-19 23:16:24.873279
412,DD *DOORDASH CUBBYS SAN FRANCISCO CA,DOORDASH,DOORDASH-CUBBYS,SAN FRANCISCO,CA,US,2026-03-19 23:16:24.873279
413,CITY BBQ SANDY SPRINSANDY SPRINGS GA,CITYBBQ,,SANDY SPRINGS,GA,US,2026-03-19 23:16:24.873279
414,AMAZON MARKEPLACE NA PA,AMZN,AMZN-MKTPL,,PA,US,2026-03-19 23:16:24.873279
415,EDIBLE.COM ATLANTA GA,EDIBLE,EDIBLE,ATLANTA,GA,US,2026-03-19 23:20:59.86853
416,NAME-CHEAP.COM* 87U0PHOENIX AZ,NAMECHEAP,NAMECHEAP,PHOENIX,AZ,US,2026-03-19 23:20:59.86853
417,AMERICAN AIRLINES FT WORTH TX,AA,AA-FLIGHT,FT WORTH,TX,US,2026-03-19 23:20:59.86853
418,CHIPOTLE MEX GR ONLINEWPORT BEACH CA,CHIPOTLE,CHIPOTLE-O,NEWPORT BEACH,CA,US,2026-03-19 23:20:59.86853
419,RECOATLANTA 6789008708 GA,RECOATL,RECOATL,ATLANTA,GA,US,2026-03-19 23:20:59.86853
420,CBI*NITRO PDF 800-799-9570 IL,NITROPDF,NITROPDF,,IL,US,2026-03-19 23:20:59.86853
421,DD *DOORDASH LUNAGRISAN FRANCISCO CA,DOORDASH,DD-LUNAGR,SAN FRANCISCO,CA,US,2026-03-19 23:20:59.86853
422,THE GEORGIA CLUB - RSTATHAM GA,GACLUB,GACLUB-R,STATHAM,GA,US,2026-03-19 23:20:59.86853
423,ALDI 76022 7602 LOGANVILLE GA,ALDI,ALDI,LOGANVILLE,GA,US,2026-03-19 23:20:59.86853
424,PUBLIX LOGANVILLE GA,PUBLIX,PUBLIX,LOGANVILLE,GA,US,2026-03-19 23:20:59.86853
425,DELTA AIR LINES,DELTA,DELTA,,,US,2026-03-19 23:20:59.86853
426,RESTAURANT ORDERING ATHENS GA,RESTORDER,RESTORDER,ATHENS,GA,US,2026-03-19 23:20:59.86853
427,BARBERITOS - MONROE MONROE GA,BARBRITOS,BARBRITOS,MONROE,GA,US,2026-03-19 23:20:59.86853
428,UNITED AIRLINES HOUSTON TX,UNITED,UNITED,HOUSTON,TX,US,2026-03-19 23:20:59.86853
429,RISK & INSURANCE EDUAUSTIN TX,RISKINSEDU,RISKINSEDU,AUSTIN,TX,US,2026-03-19 23:20:59.86853
430,DD *DOORDASH STREETTSAN FRANCISCO CA,DOORDASH,DD-STREET,SAN FRANCISCO,CA,US,2026-03-19 23:20:59.86853
431,GREAT HARVEST BREAD 678-580-0734 GA,GRTHARV,GRTHARV,,GA,US,2026-03-19 23:20:59.86853
432,SQ *STRIPE PAYMENTS SAN FRANCISCO CA,STRIPE,STRIPE-PAY,SAN FRANCISCO,CA,US,2026-03-19 23:36:49.591847
433,STRIPE ATLAS INC SAN FRANCISCO CA,STRIPE,STRIPE-ATL,SAN FRANCISCO,CA,US,2026-03-19 23:36:49.591847
