id,transaction_id,version,date,raw_description,amount,vendor_id,service_id,city,state,country,is_expense,gl_code,confidence,method,rule_id,reasoning,review_status,reviewed_by,reviewed_at,source_file,created_at,upload_batch
3109,UPL-042,1,2025-10-09,Sircon - STATEINSURA517-381-3860        MI,120.00,SIRCON,SIRCON-INS,,MI,US,t,6120,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3110,UPL-043,1,2025-10-09,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,120.00,OPENAI,OPENAI-GPT,San Francisco,CA,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3111,UPL-044,1,2025-10-09,AT&T UVERSE PAYMENT 8002882020          TX,160.00,ATT,ATT-UVERSE,,TX,US,t,6250,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3112,UPL-045,1,2025-10-09,COMCAST BUSINESS MOB844-963-0206        PA,69.70,COMCAST,COMCAST-BIZ,,PA,US,t,6260,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3113,UPL-046,1,2025-10-08,DOLLAR TREE 00000407LOGANVILLE          GA,2.65,DOLLARTREE,,Loganville,GA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3114,UPL-047,1,2025-10-08,POPSHELF #23151 0000LOGANVILLE          GA,20.61,POPSHELF,,Loganville,GA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3115,UPL-048,1,2025-10-07,USPS PO 1252030268 0LOGANVILLE          GA,18.05,USPS,USPS-PO,Loganville,GA,US,t,6140,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3116,UPL-049,1,2025-10-05,AMAZON MARKEPLACE NA PA,21.30,AMZN,AMZN-MKTPL,,PA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3117,UPL-050,1,2025-10-03,GEORGIA BAPTIST MISSSuwanee             GA,400.00,GABAPTIST,GABAPTIST,Suwanee,GA,US,t,6130,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3118,UPL-051,1,2025-10-03,HOBBY-LOBBY #794 000LOGANVILLE          GA,6.32,HOBBYLOBBY,,Loganville,GA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3119,UPL-052,1,2025-10-03,WALMART.COM         WALMART.COM         AR,164.34,WALMART,WLMRT-COM,,AR,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3120,UPL-053,1,2025-10-03,CHILI'S 1385 ECOMM 0LOGANVILLE          GA,123.61,CHILIS,CHILIS-EC,Loganville,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3121,UPL-054,1,2025-10-03,DD *DOORDASH BANDABUSAN FRANCISCO       CA,24.36,DOORDASH,DD-BANDAB,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3122,UPL-055,1,2025-10-03,DD *DOORDASH MCDONALSAN FRANCISCO       CA,24.51,DOORDASH,DD-MCDNLD,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3123,UPL-056,1,2025-10-02,INDEED JOBS         AUSTIN              TX,180.00,INDEED,INDEED-JOBS,Austin,TX,US,t,6115,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3124,UPL-057,1,2025-10-01,GOOGLE *ADS336008342CC@GOOGLE.COM       CA,516.08,GOOGL,GOOGL-ADS,,CA,US,t,5030,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3125,UPL-058,1,2025-10-01,ATLANTA OFFICE TECHNNORCROSS            GA,41.24,ATLOFFTECH,,Norcross,GA,US,t,6115,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3126,UPL-059,1,2025-10-01,WAVE - *MEDTECH CONSLAWRENCEVILLE       GA,3677.81,WAVE,WAVE-MDTC,Lawrenceville,GA,US,t,6115,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3127,UPL-060,1,2025-10-01,Sircon - STATEINSURA517-381-3860        MI,87.98,SIRCON,SIRCON-INS,,MI,US,t,6120,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3128,UPL-061,1,2025-09-30,MAILCHIMP LLC       ATLANTA             GA,60.00,MAILCHIMP,,Atlanta,GA,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3129,UPL-062,1,2025-09-29,DD *DOORDASH BANDABUSAN FRANCISCO       CA,25.19,DOORDASH,DD-BANDAB,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3130,UPL-063,1,2025-09-29,DD *DOORDASH MCDONALSAN FRANCISCO       CA,22.72,DOORDASH,DD-MCDNLD,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3131,UPL-064,1,2025-09-29,HUEY MAGOOS LOGANVILLOGANVILLE          GA,15.28,HUEYMAGOO,HUEYMAGOO,Loganville,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3132,UPL-065,1,2025-09-29,HUEY MAGOOS LOGANVILLOGANVILLE          GA,55.55,HUEYMAGOO,HUEYMAGOO,Loganville,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3133,UPL-066,1,2025-09-25,HOBBY-LOBBY #794 000LOGANVILLE          GA,49.95,HOBBYLOBBY,,Loganville,GA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3134,UPL-067,1,2025-09-25,MDC*WALTON EMC MDC=WMONROE              GA,227.34,WALTONEMC,,Monroe,GA,US,t,6260,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3135,UPL-068,1,2025-09-22,WALMART.COM 80092562BENTONVILLE         AR,161.19,WALMART,WLMRT-COM,Bentonville,AR,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3136,UPL-069,1,2025-09-21,MICROSOFT           MSBILL.INFO,9.99,MSFT,,,,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3137,UPL-070,1,2025-09-19,DD *DOORDASH BANDABUSAN FRANCISCO       CA,24.36,DOORDASH,DD-BANDAB,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3138,UPL-071,1,2025-09-19,DD *DOORDASH CHICK-FSAN FRANCISCO       CA,22.29,DOORDASH,,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3139,UPL-072,1,2025-09-19,DOMINO'S 5732 000005GRAYSON             GA,38.11,DOMINOS,,Grayson,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3140,UPL-073,1,2025-09-19,GRAYSON SWEET HOME CGRAYSON             GA,17.68,GRYSNSWT,GRYSNSWT,Grayson,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3141,UPL-074,1,2025-09-19,MR. TACO RESTAURANT FORT GILLEM         GA,27.46,MRTACO,,Fort Gillem,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3142,UPL-075,1,2025-09-18,GOOGLE *ADS336008342CC@GOOGLE.COM       CA,500.00,GOOGL,GOOGL-ADS,,CA,US,t,5030,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3143,UPL-076,1,2025-09-18,USECANOPY.COM       BEAVERTON           OR,250.00,CANOPY,,Beaverton,OR,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3144,UPL-077,1,2025-09-17,MONITOREDU INC      SPRING HILL         TN,18.00,MONITREDU,MONITREDU,Spring Hill,TN,US,t,6120,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3145,UPL-078,1,2025-09-17,WL *VUE*TESTING EXAMBLOOMINGTON         MN,67.00,VUE,VUE-EXAM,Bloomington,MN,US,t,6120,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3146,UPL-079,1,2025-09-17,HOBBY-LOBBY #794 000LOGANVILLE          GA,5.28,HOBBYLOBBY,,Loganville,GA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3147,UPL-080,1,2025-09-17,A1010BUSD01         MSBILL.INFO,175.00,MICROSOFT,MSFT-BILL,,,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3148,UPL-081,1,2025-09-16,ASCEND PAYMENTS     SAN FRANCISCO       CA,240.00,ASCENDPAY,ASCENDPAY,San Francisco,CA,US,t,6115,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3149,UPL-082,1,2025-09-16,VISTAPRINT          WALTHAM             MA,64.42,VISTAPRINT,,Waltham,MA,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3150,UPL-083,1,2025-09-15,RF *RICONO ACCOUNTINNEW YORK            NY,1700.00,RICONO,,New York,NY,US,t,6100,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3151,UPL-084,1,2025-09-14,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,20.00,OPENAI,OPENAI-GPT,San Francisco,CA,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3152,UPL-085,1,2025-09-12,DD *DOORDASH CHIPOTLSAN FRANCISCO       CA,25.75,DOORDASH,DD-CHIPOT,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3153,UPL-086,1,2025-09-12,DD *DOORDASH CHIPOTLSAN FRANCISCO       CA,42.25,DOORDASH,DD-CHIPOT,San Francisco,CA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3154,UPL-087,1,2025-09-12,EL RANCHERO MEXICAN LOGANVILLE          GA,83.21,ELRANCHER,ELRANCHER,Loganville,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3155,UPL-088,1,2025-09-10,WALMART.COM         WALMART.COM         AR,171.39,WALMART,WLMRT-COM,,AR,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3156,UPL-089,1,2025-09-10,APEX SOFTWARE APEX S210-6996666         TX,185.00,APEXSW,APEXSW,,TX,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3157,UPL-090,1,2025-09-10,APEX SOFTWARE APEX S210-6996666         TX,315.00,APEXSW,APEXSW,,TX,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3158,UPL-091,1,2025-09-09,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,120.00,OPENAI,OPENAI-GPT,San Francisco,CA,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3159,UPL-092,1,2025-09-09,AT&T UVERSE PAYMENT 8002882020          TX,160.00,ATT,ATT-UVERSE,,TX,US,t,6250,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3160,UPL-093,1,2025-09-08,COMCAST BUSINESS MOB844-963-0206        PA,69.70,COMCAST,COMCAST-BIZ,,PA,US,t,6260,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3161,UPL-094,1,2025-08-30,MAILCHIMP LLC       ATLANTA             GA,60.00,MAILCHIMP,,Atlanta,GA,US,t,6200,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3162,UPL-095,1,2025-08-29,Amazon Prime        Amazon.com          WA,16.09,AMAZON,AMZN-PRIM,,WA,US,t,6160,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
3163,UPL-096,1,2025-08-28,93578-ATLANTA AIRPORATLANTA             GA,120.00,ATLAIRPRT,ATLAIRPRT,Atlanta,GA,US,t,6170,High,Pre-classified,,,Unreviewed,,,classified.csv,2026-03-19 23:15:54.028746,"classified.csv (Mar 19, 2026 7:15 PM)"
